Ticker,$VolumePctl,SharpePctl,$VolxSharpe,Parkinson,ParkinsonPctl
OFIX,0.548,0.315,0.173,0.52,0.86
LOCO,0.501,0.346,0.173,0.47,0.93
CRGY,0.834,0.207,0.173,0.53,0.77
EHTH,0.347,0.499,0.173,0.9,0.84
NVEC,0.384,0.451,0.173,0.43,0.78
VLN,0.394,0.438,0.173,0.62,0.17
DSGN,0.301,0.573,0.172,0.87,0.27
TACO,0.455,0.378,0.172,0.07,0.27
DSGX,0.825,0.208,0.172,0.3,0.89
ACCL,0.368,0.468,0.172,2.36,1.0
PYPD,0.28,0.614,0.172,0.53,0.18
PMM,0.288,0.597,0.172,0.1,0.18
CAC,0.418,0.409,0.171,0.34,0.76
MEC,0.507,0.338,0.171,0.54,0.82
SKY,0.758,0.226,0.171,0.49,0.92
JHI,0.216,0.793,0.171,0.1,0.75
HBANL,0.246,0.697,0.171,0.11,0.41
BOW,0.542,0.315,0.171,0.41,0.74
MKC,0.842,0.203,0.171,0.22,0.28
PALI,0.468,0.365,0.171,1.38,0.68
GKOS,0.786,0.217,0.171,0.67,0.94
LILAK,0.544,0.315,0.171,0.45,0.44
ELVN,0.643,0.265,0.17,0.81,0.72
FSK,0.71,0.239,0.17,0.24,0.69
VLYPO,0.211,0.806,0.17,0.1,0.8
CL,0.968,0.176,0.17,0.22,0.72
GRNT,0.382,0.446,0.17,0.3,0.12
DDC,0.284,0.597,0.17,0.97,0.04
CISO,0.296,0.576,0.17,1.07,0.23
SW,0.893,0.19,0.17,0.37,0.84
CMT,0.233,0.731,0.17,0.47,0.96
SNOA,0.27,0.627,0.169,0.71,0.39
IRT,0.754,0.224,0.169,0.25,0.74
COFS,0.463,0.365,0.169,0.36,0.86
ROG,0.61,0.277,0.169,0.48,0.86
BCPC,0.664,0.254,0.169,0.26,0.64
OOMA,0.367,0.46,0.169,0.37,0.69
SNAP,0.926,0.183,0.169,0.42,0.09
YORW,0.513,0.33,0.169,0.3,0.92
ZBRA,0.906,0.186,0.169,0.42,0.86
SFBS,0.613,0.276,0.169,0.34,0.77
PLUS,0.581,0.289,0.168,0.32,0.38
IMXI,0.435,0.387,0.168,0.09,0.01
MDWD,0.324,0.519,0.168,0.43,0.15
PALU,0.22,0.765,0.168,0.4,0.19
GSBD,0.553,0.303,0.168,0.22,0.73
KNF,0.781,0.214,0.167,0.42,0.6
NFGC,0.396,0.422,0.167,0.78,0.68
MUA,0.371,0.449,0.167,0.15,0.51
INMD,0.571,0.293,0.167,0.31,0.12
ACOG,0.319,0.524,0.167,0.85,0.3
UFPT,0.84,0.199,0.167,0.66,0.85
BALL,0.891,0.187,0.167,0.27,0.8
CDNA,0.656,0.254,0.167,0.5,0.14
ALAR,0.294,0.567,0.167,0.61,0.08
CBZ,0.708,0.234,0.166,0.4,0.84
PEPG,0.413,0.403,0.166,0.96,0.16
MBCN,0.266,0.624,0.166,0.3,0.16
RMM,0.339,0.489,0.166,0.11,0.49
JHX,0.816,0.204,0.166,0.33,0.35
UUU,0.194,0.849,0.165,1.16,0.77
PPG,0.904,0.182,0.165,0.26,0.8
ULCC,0.592,0.278,0.165,0.73,0.44
SID,0.512,0.323,0.165,0.42,0.36
ICHR,0.778,0.212,0.165,0.73,0.83
CSL,0.828,0.199,0.165,0.32,0.77
MVT,0.255,0.649,0.165,0.1,0.08
VINP,0.214,0.769,0.165,0.3,0.38
OPAD,0.474,0.349,0.165,1.24,0.6
SKBL,0.417,0.396,0.165,1.84,0.59
RUSHA,0.735,0.225,0.165,0.35,0.73
SBSI,0.462,0.356,0.164,0.28,0.66
COYA,0.387,0.423,0.164,0.86,0.66
ENGN,0.486,0.337,0.164,1.29,0.74
IMDX,0.191,0.861,0.164,1.07,0.77
WHR,0.818,0.2,0.164,0.38,0.72
FSFG,0.247,0.663,0.164,0.26,0.19
FURY,0.251,0.651,0.163,0.9,0.91
VREX,0.389,0.42,0.163,0.49,0.44
KAI,0.705,0.231,0.163,0.47,0.92
AVO,0.443,0.369,0.163,0.27,0.18
RAL,0.689,0.236,0.163,0.33,0.02
TRC,0.354,0.461,0.163,0.25,0.27
UBOT,0.262,0.623,0.163,0.31,0.51
TAP,0.897,0.182,0.163,0.25,0.48
LEG,0.587,0.277,0.163,0.44,0.63
CERS,0.382,0.423,0.162,0.62,0.19
TBBB,0.531,0.305,0.162,0.45,0.64
JKHY,0.887,0.183,0.162,0.23,0.67
ARCB,0.695,0.233,0.162,0.47,0.51
PRSU,0.44,0.368,0.162,0.31,0.1
NRDS,0.536,0.303,0.162,0.39,0.39
BRLT,0.211,0.767,0.162,0.84,0.46
CNR,0.778,0.208,0.162,0.52,0.55
AKR,0.729,0.222,0.162,0.28,0.72
AHMA,0.223,0.721,0.161,1.95,0.64
NGNE,0.549,0.293,0.161,1.19,0.54
MHO,0.659,0.245,0.161,0.38,0.58
CAPN,0.17,0.946,0.161,0.02,0.8
FTRE,0.626,0.257,0.161,0.72,0.32
INTA,0.681,0.236,0.161,0.32,0.03
OBE,0.367,0.44,0.161,0.47,0.56
CC,0.727,0.222,0.161,0.53,0.47
PHIO,0.464,0.347,0.161,1.39,0.76
TTSH,0.395,0.407,0.161,0.29,0.01
UPS,0.961,0.166,0.16,0.27,0.86
SGRY,0.669,0.239,0.16,0.39,0.62
LAW,0.317,0.504,0.16,0.55,0.85
MLTX,0.665,0.241,0.16,0.73,0.85
TCGL,0.347,0.462,0.16,1.11,0.07
ABVC,0.172,0.928,0.16,0.65,0.06
ISOU,0.322,0.497,0.16,0.9,0.96
DOC,0.831,0.192,0.16,0.29,0.86
NFBK,0.42,0.38,0.16,0.34,0.32
VVV,0.791,0.202,0.16,0.29,0.58
USCB,0.256,0.62,0.159,0.29,0.16
RVPH,0.42,0.379,0.159,1.54,0.7
CNC,0.928,0.171,0.159,0.48,0.96
CDW,0.957,0.166,0.159,0.41,0.96
UP,0.509,0.313,0.159,1.0,0.42
NNY,0.196,0.808,0.158,0.13,0.65
AAPD,0.698,0.226,0.158,0.21,0.37
INFY,0.879,0.18,0.158,0.2,0.78
MANH,0.863,0.183,0.158,0.39,0.82
TOYO,0.18,0.879,0.158,0.81,0.54
ENOV,0.682,0.231,0.158,0.4,0.35
MMC,0.963,0.164,0.158,0.21,0.78
UTL,0.522,0.303,0.158,0.28,0.8
DWTX,0.283,0.558,0.158,1.09,0.42
SRI,0.333,0.473,0.158,0.51,0.09
RYAM,0.466,0.336,0.157,0.47,0.29
APD,0.929,0.169,0.157,0.21,0.42
SKIN,0.367,0.427,0.157,0.82,0.16
FFWM,0.515,0.304,0.157,0.44,0.45
ASUR,0.352,0.443,0.156,0.45,0.36
AMCX,0.397,0.393,0.156,0.37,0.0
IBIO,0.479,0.326,0.156,1.76,0.9
ATS,0.417,0.375,0.156,0.3,0.25
ALT,0.588,0.265,0.156,0.53,0.04
BHR,0.327,0.477,0.156,0.44,0.11
HYPR,0.291,0.536,0.156,0.91,0.46
SCLX,0.514,0.303,0.156,1.35,0.51
SCD,0.378,0.414,0.156,0.17,0.26
LZB,0.6,0.258,0.155,0.25,0.03
IAF,0.213,0.726,0.155,0.19,0.8
APPN,0.638,0.243,0.155,0.36,0.09
TPVG,0.316,0.492,0.155,0.32,0.62
HRTX,0.52,0.298,0.155,0.76,0.58
HOTH,0.245,0.634,0.155,0.74,0.12
ABEO,0.562,0.275,0.155,0.55,0.56
BCAX,0.562,0.276,0.155,0.89,0.29
WS,0.484,0.32,0.155,0.36,0.16
RH,0.837,0.185,0.155,0.5,0.27
ARCO,0.535,0.29,0.155,0.25,0.02
CTKB,0.488,0.318,0.155,0.57,0.18
TRN,0.634,0.245,0.155,0.3,0.55
SABR,0.634,0.244,0.155,0.6,0.58
PDEX,0.369,0.418,0.154,0.84,0.68
LINK,0.235,0.655,0.154,1.22,0.58
CXE,0.246,0.624,0.154,0.12,0.43
MESA,0.206,0.748,0.154,0.58,0.41
RVSB,0.211,0.729,0.154,0.35,0.73
CGEN,0.307,0.503,0.154,0.89,0.9
SMHI,0.287,0.535,0.154,0.65,0.66
QNCX,0.255,0.6,0.153,0.71,0.1
GPMT,0.332,0.461,0.153,0.35,0.12
HRI,0.743,0.206,0.153,0.55,0.64
AMCR,0.901,0.17,0.153,0.24,0.75
LEGN,0.684,0.224,0.153,0.42,0.18
FAZ,0.73,0.21,0.153,0.42,0.58
TSI,0.19,0.805,0.153,0.08,0.18
STKL,0.493,0.311,0.153,0.34,0.01
ORIQ,0.153,0.999,0.153,0.02,0.49
SYRE,0.621,0.246,0.153,0.67,0.24
NXN,0.187,0.813,0.152,0.08,0.04
VNOM,0.833,0.182,0.152,0.29,0.04
NC,0.182,0.833,0.152,0.35,0.26
OPTX,0.232,0.657,0.152,1.44,0.78
SPWR,0.442,0.345,0.152,0.97,0.47
OSPN,0.584,0.26,0.152,0.5,0.9
SXTC,0.226,0.674,0.152,0.93,0.21
ARDT,0.475,0.32,0.152,0.34,0.03
CEE,0.175,0.866,0.152,0.3,0.12
EPRX,0.184,0.826,0.152,0.68,0.58
SAIA,0.861,0.176,0.152,0.54,0.74
KBH,0.758,0.201,0.152,0.32,0.3
EBMT,0.251,0.602,0.151,0.22,0.28
UDR,0.809,0.187,0.151,0.24,0.76
MNSB,0.233,0.646,0.151,0.3,0.66
MXE,0.156,0.968,0.151,0.21,0.77
PDM,0.498,0.303,0.151,0.32,0.37
STTK,0.225,0.67,0.151,1.0,0.16
BCML,0.222,0.679,0.151,0.25,0.04
TBI,0.463,0.323,0.15,0.73,0.77
FCPT,0.55,0.272,0.15,0.22,0.62
GNTX,0.771,0.195,0.15,0.27,0.72
VRSK,0.947,0.158,0.15,0.29,0.96
WSO,0.826,0.181,0.15,0.36,0.88
RVTY,0.817,0.184,0.15,0.37,0.71
MIDU,0.366,0.411,0.15,0.39,0.44
FBLA,0.266,0.565,0.15,0.12,0.02
VERA,0.772,0.194,0.15,0.65,0.66
OXLCP,0.152,0.98,0.149,0.02,0.0
HLNE,0.845,0.176,0.149,0.42,0.74
ICUI,0.748,0.199,0.149,0.44,0.69
BVFL,0.239,0.625,0.149,0.31,0.65
QTWO,0.775,0.192,0.149,0.37,0.46
VRAR,0.196,0.754,0.148,0.89,0.2
BLNK,0.453,0.327,0.148,0.94,0.72
AIN,0.593,0.25,0.148,0.34,0.67
ODFL,0.938,0.158,0.148,0.44,0.9
HWBK,0.228,0.648,0.148,0.22,0.05
WTBA,0.265,0.56,0.148,0.38,0.8
OYSE,0.165,0.897,0.148,0.01,0.06
ELBM,0.448,0.331,0.148,2.3,0.94
CVEO,0.354,0.415,0.147,0.43,0.8
GIFI,0.175,0.839,0.147,0.39,0.33
OTLY,0.324,0.454,0.147,0.7,0.58
LWAY,0.301,0.488,0.147,0.45,0.55
GHLD,0.174,0.843,0.147,0.04,0.0
KURA,0.709,0.207,0.147,0.85,0.98
CMCM,0.189,0.776,0.147,0.71,0.34
HOV,0.602,0.245,0.147,0.51,0.09
KVUE,0.983,0.15,0.147,0.46,0.94
SLND,0.183,0.806,0.147,0.63,0.4
DRN,0.551,0.267,0.147,0.4,0.27
SILC,0.243,0.603,0.147,0.52,0.53
VEL,0.309,0.471,0.146,0.22,0.34
WBX,0.201,0.724,0.146,0.92,0.28
XNCR,0.612,0.239,0.146,0.9,0.9
RMCO,0.158,0.925,0.146,1.4,0.95
VTN,0.203,0.719,0.146,0.12,0.52
TLSA,0.184,0.794,0.146,0.93,0.2
ENR,0.671,0.216,0.145,0.34,0.68
THRM,0.498,0.291,0.145,0.39,0.63
MUSA,0.826,0.176,0.145,0.47,0.99
PNTG,0.565,0.257,0.145,0.37,0.2
FA,0.606,0.24,0.145,0.44,0.6
LEN,0.95,0.153,0.145,0.31,0.43
WASH,0.474,0.305,0.145,0.28,0.36
AMAL,0.494,0.291,0.144,0.31,0.46
RFAI,0.146,0.989,0.144,0.02,0.84
EAF,0.407,0.354,0.144,1.08,0.31
GOTU,0.333,0.432,0.144,0.46,0.32
SOHU,0.266,0.543,0.144,0.37,0.22
NEPH,0.152,0.947,0.144,1.11,0.86
RBBN,0.402,0.357,0.144,0.41,0.24
TTAM,0.414,0.348,0.144,0.34,0.13
CUBE,0.836,0.172,0.144,0.28,0.84
MIGI,0.362,0.397,0.144,2.3,0.92
CNVS,0.267,0.538,0.144,0.54,0.0
HNI,0.647,0.222,0.144,0.31,0.75
RPID,0.169,0.851,0.144,0.9,0.22
AGNCM,0.171,0.837,0.143,0.06,0.58
ALTG,0.309,0.463,0.143,0.45,0.0
TDC,0.713,0.201,0.143,0.34,0.71
BLCO,0.558,0.257,0.143,0.36,0.64
NERV,0.209,0.682,0.143,1.45,0.96
ACFN,0.173,0.828,0.143,0.74,0.7
OBT,0.333,0.426,0.142,0.37,0.34
PBH,0.674,0.211,0.142,0.23,0.23
CAEP,0.203,0.7,0.142,0.14,0.32
BLKB,0.634,0.223,0.141,0.33,0.82
RRGB,0.363,0.388,0.141,0.61,0.16
SMID,0.256,0.55,0.141,0.63,0.32
JBSS,0.526,0.268,0.141,0.4,0.97
SPRB,0.582,0.243,0.141,1.62,0.74
PRSO,0.269,0.52,0.14,1.19,0.51
DBGI,0.232,0.602,0.14,1.27,0.1
BCTX,0.25,0.561,0.14,0.99,0.37
OIA,0.37,0.378,0.14,0.11,0.18
FXNC,0.218,0.64,0.14,0.25,0.37
SABS,0.32,0.434,0.139,0.92,0.13
BHC,0.582,0.239,0.139,0.52,0.73
NEWT,0.422,0.329,0.139,0.44,0.83
EIX,0.874,0.159,0.139,0.27,0.31
VFS,0.399,0.349,0.139,0.36,0.3
PHGE,0.548,0.254,0.139,1.0,0.32
SHEN,0.452,0.308,0.139,0.46,0.54
RTAC,0.418,0.332,0.139,0.25,0.3
TYL,0.875,0.158,0.138,0.35,0.91
SMTI,0.382,0.36,0.138,0.46,0.18
FEMY,0.48,0.287,0.138,1.87,0.97
VEEE,0.381,0.362,0.138,0.86,0.26
GANX,0.379,0.364,0.138,0.99,0.39
CHCT,0.463,0.299,0.138,0.32,0.62
MNOV,0.314,0.438,0.138,0.77,0.91
PEO,0.267,0.517,0.138,0.15,0.2
KMDA,0.204,0.675,0.138,0.31,0.39
CNXN,0.466,0.294,0.137,0.3,0.69
HIT,0.355,0.387,0.137,1.09,0.28
RFM,0.293,0.468,0.137,0.09,0.49
RCMT,0.252,0.545,0.137,0.39,0.18
RMBI,0.227,0.602,0.137,0.39,0.49
CIVI,0.802,0.171,0.137,0.46,0.34
INGN,0.339,0.404,0.137,0.43,0.02
AMTB,0.483,0.283,0.137,0.45,0.88
SVCO,0.349,0.393,0.137,0.76,0.57
BZUN,0.244,0.561,0.137,0.59,0.28
ORMP,0.279,0.486,0.136,0.55,0.66
HBANM,0.219,0.619,0.136,0.11,0.25
INDL,0.379,0.358,0.136,0.1,0.29
SPWH,0.301,0.453,0.136,0.65,0.04
IEX,0.855,0.159,0.136,0.25,0.69
EFSI,0.182,0.747,0.136,0.24,0.64
S,0.801,0.17,0.136,0.38,0.4
KMB,0.99,0.137,0.136,0.25,0.87
SBXD,0.179,0.761,0.136,0.03,0.53
FSV,0.663,0.203,0.135,0.3,0.88
EPM,0.359,0.376,0.135,0.28,0.14
UBFO,0.196,0.691,0.135,0.36,0.77
FBRT,0.501,0.27,0.135,0.19,0.15
PSTV,0.396,0.342,0.135,1.11,0.28
MIMI,0.598,0.226,0.135,2.9,1.0
IMMR,0.49,0.275,0.135,0.33,0.41
GFAI,0.318,0.424,0.135,0.77,0.36
NOAH,0.292,0.463,0.135,0.29,0.02
CVRX,0.403,0.334,0.135,0.7,0.34
KLTO,0.257,0.527,0.135,1.03,0.01
FTCI,0.204,0.659,0.134,0.88,0.13
NBHC,0.539,0.248,0.134,0.28,0.63
VFL,0.24,0.558,0.134,0.1,0.4
STI,0.339,0.395,0.134,2.35,0.88
SOHO,0.179,0.746,0.134,0.42,0.07
AVB,0.901,0.149,0.134,0.24,0.82
FOFO,0.289,0.463,0.134,1.75,0.03
FIS,0.934,0.143,0.134,0.27,0.75
FUL,0.619,0.216,0.134,0.28,0.64
BSET,0.237,0.562,0.133,0.33,0.16
CVGW,0.462,0.288,0.133,0.27,0.05
XTNT,0.19,0.702,0.133,1.08,0.6
TURB,0.188,0.707,0.133,1.09,0.69
SBFG,0.201,0.664,0.133,0.39,0.46
SEG,0.38,0.349,0.133,0.33,0.03
RYN,0.733,0.182,0.133,0.27,0.82
CLLS,0.169,0.787,0.133,0.86,0.72
OMC,0.876,0.152,0.133,0.28,0.65
LUCK,0.571,0.233,0.133,0.49,0.46
SWKH,0.144,0.922,0.133,0.2,0.21
PRPO,0.144,0.927,0.133,0.92,0.67
LTRN,0.233,0.57,0.133,0.85,0.17
KXIN,0.637,0.207,0.132,1.86,0.9
ZD,0.65,0.203,0.132,0.45,0.46
PIM,0.148,0.89,0.132,0.13,0.61
LIXT,0.176,0.75,0.132,0.97,0.17
PCYO,0.286,0.462,0.132,0.18,0.0
NVCT,0.321,0.41,0.132,0.64,0.24
SNDR,0.663,0.199,0.132,0.4,0.87
DBI,0.374,0.353,0.132,0.57,0.02
BLNE,0.478,0.276,0.132,1.48,0.37
AMBC,0.452,0.293,0.132,0.47,0.41
BTCT,0.231,0.571,0.132,0.88,0.32
GDC,0.157,0.84,0.132,1.24,0.38
FRST,0.259,0.51,0.132,0.34,0.72
BAND,0.486,0.269,0.131,0.51,0.7
LILA,0.446,0.294,0.131,0.42,0.35
CHSCP,0.233,0.562,0.131,0.17,0.75
MPV,0.148,0.886,0.131,0.3,0.8
CTS,0.529,0.247,0.131,0.42,0.93
HRZN,0.446,0.294,0.131,0.3,0.75
SEER,0.219,0.596,0.131,0.53,0.54
SFM,0.934,0.14,0.131,0.48,0.85
RXO,0.647,0.202,0.131,0.53,0.57
KOP,0.439,0.297,0.13,0.36,0.5
MDCX,0.29,0.449,0.13,0.96,0.04
QUAD,0.378,0.344,0.13,0.42,0.21
NXDR,0.458,0.283,0.13,0.44,0.14
WLY,0.585,0.223,0.13,0.31,0.79
SKLZ,0.228,0.572,0.13,0.55,0.41
APLM,0.235,0.552,0.13,2.32,0.95
SKIL,0.344,0.378,0.13,0.92,0.78
VVOS,0.283,0.459,0.13,0.87,0.05
LXFR,0.341,0.38,0.13,0.38,0.6
MBC,0.668,0.195,0.13,0.38,0.22
ALXO,0.259,0.5,0.13,1.0,0.2
PSN,0.794,0.164,0.13,0.32,0.46
WVE,0.629,0.207,0.13,0.89,0.84
RWT,0.519,0.251,0.13,0.37,0.89
MIRA,0.301,0.429,0.129,1.02,0.56
ABM,0.583,0.221,0.129,0.23,0.4
CLBK,0.408,0.317,0.129,0.36,0.72
PXLW,0.316,0.409,0.129,1.07,0.65
DV,0.714,0.181,0.129,0.36,0.37
FIP,0.571,0.225,0.128,0.85,0.83
RLGT,0.372,0.343,0.128,0.23,0.02
PSQH,0.321,0.399,0.128,0.76,0.09
NNDM,0.488,0.262,0.128,0.72,0.97
JENA,0.131,0.979,0.128,0.01,0.12
TPH,0.658,0.194,0.128,0.33,0.6
HLX,0.556,0.23,0.128,0.46,0.68
RDAC,0.197,0.651,0.128,0.1,0.94
TNET,0.776,0.164,0.127,0.45,0.89
CENT,0.421,0.301,0.127,0.26,0.16
UPBD,0.619,0.205,0.127,0.55,0.92
ARCT,0.537,0.237,0.127,1.01,0.9
IOBT,0.285,0.442,0.126,1.69,0.89
CRBP,0.528,0.239,0.126,1.01,0.9
GWH,0.387,0.326,0.126,1.85,0.88
SHIP,0.318,0.396,0.126,0.34,0.04
IXHL,0.484,0.26,0.126,1.05,0.32
BOOM,0.335,0.376,0.126,0.55,0.16
MTEX,0.232,0.541,0.126,1.05,0.92
CION,0.388,0.326,0.126,0.24,0.68
DEO,0.825,0.153,0.126,0.16,0.5
CFFI,0.217,0.582,0.126,0.14,0.0
WHD,0.62,0.204,0.126,0.5,0.9
IROQ,0.157,0.805,0.126,0.06,0.18
STRZ,0.263,0.475,0.125,0.58,0.01
RARE,0.749,0.167,0.125,0.46,0.41
WLFC,0.598,0.209,0.125,0.45,0.36
NTWK,0.158,0.793,0.125,0.66,0.76
OS,0.72,0.173,0.125,0.53,0.62
HAE,0.684,0.183,0.125,0.28,0.13
PRTA,0.512,0.245,0.125,0.58,0.23
MYFW,0.169,0.739,0.125,0.36,0.4
KRRO,0.496,0.252,0.125,1.33,0.62
LSPD,0.541,0.229,0.124,0.38,0.4
ADBE,0.985,0.126,0.124,0.29,0.67
PAL,0.32,0.389,0.124,0.74,0.59
OGI,0.332,0.375,0.124,0.54,0.27
BUR,0.651,0.191,0.124,0.45,0.87
CCHH,0.233,0.532,0.124,1.18,0.04
AMTX,0.404,0.306,0.124,0.94,0.68
SSTI,0.3,0.41,0.123,0.57,0.4
EXFY,0.318,0.386,0.123,0.44,0.01
EXPI,0.574,0.214,0.123,0.38,0.03
ADAMM,0.129,0.953,0.123,0.06,0.4
ASTH,0.626,0.196,0.123,0.48,0.2
ECC,0.574,0.215,0.123,0.28,0.72
CGCT,0.125,0.982,0.123,0.01,0.96
EBF,0.458,0.268,0.123,0.27,0.87
AMZD,0.627,0.196,0.123,0.25,0.7
ATOM,0.342,0.359,0.123,1.03,0.49
AARD,0.408,0.302,0.123,0.9,0.01
LVWR,0.281,0.436,0.123,1.07,0.54
KHC,0.952,0.129,0.123,0.25,0.62
EXP,0.864,0.142,0.123,0.34,0.65
COSM,0.24,0.514,0.123,1.31,0.61
NEUP,0.282,0.437,0.123,1.42,0.59
ABR,0.733,0.168,0.123,0.42,0.78
SSTK,0.495,0.246,0.122,0.77,0.98
NMI,0.148,0.825,0.122,0.06,0.02
USEG,0.296,0.412,0.122,0.64,0.27
TREX,0.87,0.14,0.122,0.39,0.52
RGT,0.149,0.82,0.122,0.14,0.32
TZUP,0.293,0.418,0.122,0.89,0.04
IFRX,0.278,0.439,0.122,1.33,0.77
BVS,0.578,0.211,0.122,0.56,0.57
CRVO,0.305,0.399,0.122,0.68,0.05
EEFT,0.815,0.149,0.121,0.32,0.64
AMPY,0.451,0.268,0.121,0.67,0.55
DEI,0.72,0.168,0.121,0.29,0.24
KAPA,0.308,0.394,0.121,0.91,0.03
MYSE,0.218,0.555,0.121,1.16,0.5
NKSH,0.224,0.539,0.121,0.35,0.6
CCTG,0.583,0.208,0.121,3.25,0.98
SWZ,0.153,0.79,0.121,0.13,0.66
SIDU,0.368,0.33,0.121,0.78,0.2
MX,0.457,0.264,0.121,0.47,0.38
CMTL,0.204,0.593,0.121,0.85,0.2
NCNO,0.7,0.173,0.121,0.41,0.83
CWH,0.69,0.176,0.121,0.68,0.89
LEGH,0.39,0.308,0.12,0.37,0.56
CYBN,0.511,0.235,0.12,0.83,0.76
PLBC,0.239,0.502,0.12,0.23,0.07
BENF,0.332,0.361,0.12,2.18,0.96
PRPL,0.239,0.502,0.12,0.82,0.44
RFI,0.278,0.433,0.12,0.14,0.35
SPMC,0.232,0.518,0.12,0.27,0.64
AIRJ,0.277,0.435,0.12,0.76,0.1
INNV,0.328,0.367,0.12,1.0,0.96
AZTA,0.602,0.2,0.12,0.48,0.34
KRUS,0.637,0.189,0.12,0.66,0.56
FNLC,0.241,0.499,0.12,0.25,0.24
SFNC,0.69,0.174,0.12,0.3,0.73
VBF,0.185,0.646,0.12,0.08,0.06
FOXF,0.615,0.193,0.119,0.47,0.41
UNIT,0.664,0.179,0.119,0.76,1.0
MGRT,0.159,0.746,0.119,1.24,0.14
MTH,0.74,0.161,0.119,0.35,0.36
NIM,0.145,0.823,0.119,0.11,0.47
QUMS,0.147,0.808,0.119,0.02,0.04
CCAP,0.357,0.333,0.119,0.28,0.75
TCX,0.217,0.547,0.119,0.3,0.04
AEI,0.17,0.699,0.119,1.46,0.8
DOLE,0.567,0.209,0.119,0.22,0.13
RGCO,0.208,0.57,0.119,0.22,0.0
CHSCO,0.16,0.742,0.119,0.1,0.78
PILL,0.242,0.492,0.119,0.56,0.76
ELWS,0.244,0.489,0.119,1.6,0.66
WIT,0.575,0.207,0.119,0.22,0.7
INKT,0.189,0.622,0.118,0.62,0.14
ALSN,0.798,0.148,0.118,0.33,0.78
TDAC,0.119,0.994,0.118,0.02,0.84
LRMR,0.471,0.25,0.118,0.87,0.23
FGEN,0.176,0.669,0.118,0.48,0.0
NXXT,0.402,0.294,0.118,1.38,0.46
SCNX,0.898,0.131,0.118,2.71,0.98
LASE,0.288,0.409,0.118,0.98,0.35
MPA,0.215,0.55,0.118,0.12,0.48
RVSN,0.248,0.477,0.118,1.36,0.63
AESI,0.871,0.135,0.118,0.66,0.94
QNST,0.574,0.205,0.118,0.43,0.38
DTIL,0.306,0.387,0.118,1.1,0.93
CHCI,0.175,0.671,0.117,0.66,0.4
DRIO,0.278,0.42,0.117,0.99,0.36
GF,0.13,0.899,0.117,0.19,0.83
YDES,0.316,0.37,0.117,1.43,0.3
PLCE,0.49,0.238,0.117,1.08,0.82
HCM,0.323,0.363,0.117,0.27,0.36
CCC,0.767,0.151,0.116,0.42,0.96
LAKE,0.351,0.331,0.116,0.47,0.36
FONR,0.254,0.456,0.116,0.2,0.12
SMRT,0.331,0.35,0.116,0.62,0.14
TSBK,0.187,0.621,0.116,0.23,0.08
PPSI,0.257,0.453,0.116,0.65,0.37
LEDS,0.129,0.9,0.116,1.12,0.81
BZH,0.541,0.214,0.116,0.35,0.06
MATV,0.408,0.284,0.116,0.43,0.04
TAYD,0.226,0.512,0.116,0.42,0.1
SGHT,0.212,0.547,0.116,0.64,0.32
TLSI,0.183,0.626,0.115,0.58,0.04
CMBT,0.644,0.179,0.115,0.31,0.09
WGO,0.584,0.197,0.115,0.46,0.72
HTCR,0.257,0.446,0.115,1.07,0.29
LOB,0.504,0.229,0.115,0.36,0.48
NTWO,0.118,0.977,0.115,0.02,0.93
NOG,0.721,0.16,0.115,0.41,0.48
UTMD,0.321,0.357,0.115,0.34,0.97
TKNO,0.348,0.329,0.114,0.86,0.3
POWI,0.732,0.156,0.114,0.52,0.83
IRDM,0.714,0.16,0.114,0.56,0.94
NVR,0.838,0.136,0.114,0.24,0.21
FUSB,0.181,0.629,0.114,0.22,0.37
PKBK,0.201,0.568,0.114,0.28,0.66
IGC,0.213,0.533,0.114,0.72,0.48
XLO,0.319,0.354,0.113,0.84,0.42
TFII,0.669,0.169,0.113,0.4,0.8
VIR,0.537,0.211,0.113,0.68,0.56
CV,0.127,0.89,0.113,0.58,0.16
AIIO,0.38,0.298,0.113,2.34,0.82
MNRO,0.648,0.175,0.113,0.66,0.91
FOR,0.469,0.241,0.113,0.43,0.89
SPCE,0.575,0.196,0.113,0.9,0.6
SLDE,0.654,0.173,0.113,0.5,0.02
CRDF,0.366,0.305,0.112,0.54,0.01
BWEN,0.211,0.531,0.112,0.84,0.79
ZTS,0.99,0.113,0.112,0.23,0.23
LFST,0.509,0.22,0.112,0.38,0.14
OKYO,0.127,0.878,0.112,0.89,0.38
GAMB,0.468,0.24,0.112,0.36,0.14
IVDA,0.26,0.432,0.112,0.98,0.19
LCCC,0.113,0.995,0.112,0.0,0.18
TTD,0.945,0.117,0.111,0.48,0.62
KPLT,0.176,0.63,0.111,1.01,0.47
RNXT,0.221,0.504,0.111,0.92,0.52
PLBY,0.201,0.553,0.111,0.58,0.12
OPBK,0.246,0.45,0.111,0.22,0.0
SEM,0.623,0.177,0.11,0.45,0.84
NTRB,0.199,0.554,0.11,0.83,0.39
OMCL,0.595,0.185,0.11,0.45,0.74
NMRA,0.518,0.212,0.11,1.2,0.8
DHIL,0.459,0.24,0.11,0.25,0.86
VRTS,0.524,0.209,0.11,0.37,0.86
TECX,0.505,0.217,0.11,1.24,0.91
IP,0.916,0.12,0.11,0.42,0.9
JHS,0.14,0.788,0.11,0.12,0.64
